novel_label,novel_rationale,first_seen,best_topic_id,best_topic_name,similarity,action,notes,llm_label
Time-saving food discovery,"The review mentions saving time in finding food, which is not covered in the existing topics.",2025-10-21T16:48:48.000000+0530,STALE_FOOD,Stale Food,0.3944811224937439,merge,Both topics relate to issues affecting order confirmation and partner interactions.,Scarcity of partners
Grocery Offers,"Review mentions grocery purchasing and offers, not covered in existing topics.",2025-10-02T18:55:02.000000+0530,LIMITED_OPTIONS,Limited Options,0.39441633224487305,merge,"Both topics relate to user feedback, but Topic A is a specific case of Topic B where no context is provided.",User name only
Beer not available in app,"The review mentions the app not providing beer, which is not covered in the existing topics.",2025-10-10T17:13:09.000000+0530,GREAT_APP,Great App,0.3939388692378998,new,"The review highlights a concern about food waste related to the app, which is not addressed in the existing topics.",Food Waste Concern
Incomplete order feedback,"The review suggests that the user will provide feedback after eating, implying potential issues with the order but does not specify any.",2025-09-30T10:56:37.000000+0530,MONEY_ALREADY_EATEN,Money Already Eaten,0.3934699296951294,merge,Both topics address the issue of awaiting information regarding order status and delivery.,Waiting for Delivery Update
Emotional response,The review expresses a positive emotional sentiment but does not relate to any specific issue in the catalog.,2025-09-30T18:06:51.000000+0530,POSITIVE_EXPERIENCE,Positive Experience,0.3931052088737488,merge,"Topic A provides a tip that contributes to a positive experience but does not address a specific issue, making it relevant to the broader category of positive experiences.",Positive Experience
User Experience Improvement Needed,"The review indicates a need for improvement in user-friendliness, which is not specifically covered in the existing topics.",2025-10-02T15:46:38.000000+0530,POSITIVE_EXPERIENCE,Positive Experience,0.3928872346878052,merge,"Both topics address issues related to communication with clients, including poor communication and lack of response to complaints.",Client Communication Issues
Security concerns for women,"The review highlights a significant security issue regarding the screening of delivery executives, which is not addressed in the existing topics.",2025-10-01T16:24:30.000000+0530,UNPROFESSIONAL,Unprofessional Behavior,0.39247700572013855,new,Consolidating issues related to searching for current location and finding addresses.,Location Search Issues
Unable to read reviews,"The review mentions an inability to read restaurant reviews, which is not covered in the existing topics.",2025-10-14T09:41:09.000000+0530,LIMITED_OPTIONS,Limited Options,0.39230382442474365,new,"The review highlights a lack of offers, which is not covered in existing topics, thus necessitating a new topic.",Limited Offers and Options
Coupon Usage Issue,"The review mentions a problem with using a cash coupon, which is not covered in the existing topics.",2025-09-30T14:01:44.000000+0530,COD_NOT_AVAILABLE,COD Not Available,0.39210447669029236,merge,"Both topics address concerns related to pricing, with Topic A focusing on menu rates and Topic B highlighting overpriced items.",Menu Pricing Feedback
Oil quality suggestion,"The review suggests using fresh oil for better taste, which is not covered in existing topics.",2025-10-10T16:18:35.000000+0530,GOOD_QUALITY_FOOD,Good Quality Food,0.3919340968132019,merge,Both topics are related to the review context but focus on different aspects; merging to streamline the taxonomy.,YouTube ID mention
Not derived food,"The review mentions 'not derived food', which does not fit into existing categories.",2025-10-24T14:33:39.000000+0530,POOR_QUALITY,Poor Quality,0.3914010524749756,new,"The review mentions affordability, which is not covered in the existing topics.",Affordable Pricing
Location Issue,"The review mentions a problem with the location functionality, which is not covered in the existing topics.",2025-10-04T15:19:12.000000+0530,CANT_FIND_ADDRESS,Can't Find Address,0.39126747846603394,merge,Both topics relate to issues with the order process and fulfillment.,Order Confusion and Wrong Item
Unrelated to food delivery,The review text 'Swaminarayan Mandir' does not relate to any food delivery issues or experiences.,2025-10-21T13:51:52.000000+0530,POOR_QUALITY,Poor Quality,0.3906506299972534,new,"This topic covers aspects of good offers and shopping experience, which are not addressed in existing topics.",Good offers and shopping
Address Addition Issue,"The review mentions difficulty in adding an address, which is not covered in the existing topics.",2025-10-13T16:21:02.000000+0530,CANT_FIND_ADDRESS,Can't Find Address,0.3905882239341736,merge,Both topics refer to non-specific feedback without addressing particular issues.,General feedback
GPS location issue,"The review mentions a GPS location problem, which is not specifically covered in the existing topics.",2025-10-13T14:58:01.000000+0530,CANT_FIND_ADDRESS,Can't Find Address,0.3905677795410156,new,"The review expresses frustration with the Swiggy Black membership process, which is not covered in the existing topics.",Membership dissatisfaction
Billing Issue,"The review mentions a billing issue, which is not covered in the existing topics.",2025-10-02T09:20:42.000000+0530,COD_NOT_AVAILABLE,COD Not Available,0.3904189169406891,new,"The review describes a problem with a confirmed table booking not being honored, which is not covered in the existing topics.",Booking Confirmation Issue
Offers not available,"The review mentions that offers are not available for Bengaluru customers, which is not covered in the existing topics.",2025-10-12T04:50:48.000000+0530,LIMITED_OPTIONS,Limited Options,0.3899479806423187,merge,"Topic A represents a specific form of feedback that can indicate a positive experience, thus it is merged with Topic B.",Non-verbal feedback
Unhygienic Restaurants,"Review mentions unhygienic conditions, not covered in catalog.",2025-10-11T11:55:00.000000+0530,POOR_QUALITY,Poor Quality,0.3899344801902771,new,"This topic specifically addresses issues related to medicine orders, which are not covered in existing topics.",Disappointment with medicine orders
Payment concern,"The review mentions needing money to use the service, indicating a concern about payment or affordability.",2025-10-12T17:59:40.000000+0530,POSITIVE_EXPERIENCE,Positive Experience,0.3894039988517761,new,"This topic addresses a specific request for reducing GST to improve pricing, which is not covered in existing topics.",Request for lower GST
Order Grouping Confusion,"The review expresses frustration about the process of grouping orders, which is not covered in the existing topics.",2025-10-13T16:48:21.000000+0530,ORDER_INCOMPLETE,Order Incomplete,0.38873639702796936,merge,"The review mentions 'free ka khana', indicating a promotional aspect not covered in the catalog, which is distinct from the quality concerns in Topic B.",Free food promotion
Expired Items Received,"The review mentions receiving expired items, which is not covered in the existing topics.",2025-10-02T16:22:13.000000+0530,STALE_FOOD,Stale Food,0.3882744610309601,merge,Consolidated duplicate topics related to service quality and customer experience.,Service quality issue
Positive sentiment about NYC,The review expresses a positive sentiment but does not relate to any specific issue in the catalog.,2025-10-21T13:14:36.000000+0530,POSITIVE_EXPERIENCE,Positive Experience,0.3878920376300812,merge,Both topics relate to user experience and satisfaction with the shopping application.,Easy Shopping Experience
Unclear sentiment,The review does not provide specific feedback or context.,2025-10-06T18:25:25.000000+0530,POSITIVE_EXPERIENCE,Positive Experience,0.3871953785419464,merge,Both topics do not relate to food delivery issues or experiences.,Unrelated to food delivery
Extreme dissatisfaction,The review expresses a severe emotional response not covered by existing topics.,2025-10-20T07:02:51.000000+0530,POSITIVE_EXPERIENCE,Positive Experience,0.3868058919906616,new,"The review mentions difficulty in adding an address, which is not covered in the existing topics.",Address Addition Issue
Scam App,The review suggests fraudulent behavior or trust issues not covered in existing topics.,2025-10-01T22:40:38.000000+0530,GREAT_APP,Great App,0.3867659270763397,merge,Both topics address problems related to locating addresses using GPS.,GPS location issue
